sums length,extraction,value
100,44,0.944504
1,45,1.78068
2,45,1.73468
10,45,0.887604
100,45,0.966735
1,46,3.63144
2,46,1.83517
10,46,1.09928
100,46,0.997316
1,47,1.63711
2,47,1.27314
10,47,0.696783
100,47,1.01671
1,48,0.278531
2,48,0.238957
10,48,0.692272
100,48,0.993943
1,49,2.39289
2,49,1.19877
10,49,1.26885
100,49,1.07629
1,50,0.500216
2,50,0.590624
10,50,0.776412
100,50,0.943735
1,51,1.31288
2,51,0.731247
10,51,0.787919
100,51,1.04525
1,52,1.16607
2,52,1.24384
10,52,1.06568
100,52,0.925673
1,53,0.276482
2,53,1.44163
10,53,1.00303
100,53,1.04651
1,54,0.220845
2,54,0.620735
10,54,0.898798
100,54,0.916444
1,55,1.14151
2,55,0.919957
10,55,0.65095
100,55,0.927941
1,56,0.215948
2,56,0.585516
10,56,0.891365
100,56,0.946745
1,57,2.1316
2,57,1.17431
10,57,1.18085
100,57,1.14666
1,58,1.44991
2,58,3.15841
10,58,0.994123
100,58,0.887809
1,59,0.217105
2,59,0.794718
10,59,0.629163
100,59,0.925957
1,60,0.114617
2,60,0.997643
10,60,1.28754
100,60,1.06049
1,61,0.395428
2,61,0.281831
10,61,0.976984
100,61,0.843632
1,62,3.85368
2,62,2.27997
10,62,1.11293
100,62,1.1712
1,63,1.74339
2,63,1.40275
10,63,0.854198
100,63,0.969443
1,64,0.153481
2,64,0.433143
10,64,0.871174
100,64,0.978483
1,65,1.33946
2,65,2.29488
10,65,1.2035
100,65,1.05583
1,66,0.387735
2,66,1.2318
10,66,1.37235
100,66,0.976944
1,67,6.38864
2,67,4.6241
10,67,1.80246
100,67,1.32522
1,68,0.123037
2,68,2.43671
10,68,1.16203
100,68,1.00906
1,69,0.691393
2,69,0.548677
10,69,1.26286
100,69,1.1143
1,70,1.06223
2,70,0.812294
10,70,0.896974
100,70,1.20448
1,71,0.698868
2,71,0.369583
10,71,0.646207
100,71,1.05065
1,72,0.417371
2,72,0.395345
10,72,0.706294
100,72,1.01133
1,73,0.0379368
2,73,1.19368
10,73,1.01871
100,73,1.04857
1,74,3.44138
2,74,2.34043
10,74,1.29899
100,74,0.821051
1,75,0.286549
2,75,0.616036
10,75,0.562458
100,75,1.00904
1,76,1.16817
2,76,1.42032
10,76,1.18544
100,76,1.11511
1,77,0.383329
2,77,0.645248
10,77,0.888105
100,77,0.799269
1,78,2.26051
2,78,1.26178
10,78,1.01648
100,78,1.08479
1,79,0.647016
2,79,0.693399
10,79,1.14383
100,79,1.15312
1,80,2.0542
2,80,1.04168
10,80,1.21149
100,80,1.09306
1,81,2.672
2,81,2.88865
10,81,1.44925
100,81,1.16412
1,82,0.326079
2,82,0.540212
10,82,1.39944
100,82,1.05116
1,83,0.0687575
2,83,0.291332
10,83,0.4322
100,83,0.903554
1,84,4.29776
2,84,2.17109
10,84,1.56318
100,84,1.05047
1,85,0.187078
2,85,1.12192
10,85,1.13098
100,85,0.80994
1,86,0.840902
2,86,0.435265
10,86,1.15141
100,86,1.016
1,87,0.138889
2,87,0.41452
10,87,0.641327
100,87,0.914266
1,88,1.92295
2,88,1.02888
10,88,0.792584
100,88,0.797672
1,89,0.0443428
2,89,0.506304
10,89,1.30506
100,89,0.879547
1,90,0.456371
2,90,0.990001
10,90,1.06069
100,90,1.05691
1,91,0.747997
2,91,0.378654
10,91,0.546612
100,91,0.740543
1,92,0.216847
2,92,1.80819
10,92,0.823555
100,92,0.888478
1,93,0.909207
2,93,0.963142
10,93,0.938547
100,93,0.925094
1,94,2.03818
2,94,1.53453
10,94,1.01118
100,94,1.07958
1,95,0.673435
2,95,0.737605
10,95,1.18053
100,95,0.877018
1,96,0.20063
2,96,0.28148
10,96,1.26634
100,96,0.890079
1,97,0.691569
2,97,2.66647
10,97,1.2855
100,97,0.989135
1,98,0.766841
2,98,1.71998
10,98,1.16697
100,98,0.919571
1,99,0.0100762
2,99,1.68922
10,99,0.680236
100,99,0.901835
1,100,0.516143
2,100,0.406422
10,100,0.567569
100,100,1.1516
1,101,0.316836
2,101,1.49149
10,101,1.07514
100,101,1.01018
1,102,1.33038
2,102,0.733614
10,102,1.07108
100,102,0.811493
1,103,0.160706
2,103,0.147321
10,103,0.497852
100,103,1.05839
1,104,1.53236
2,104,0.85311
10,104,0.826398
100,104,0.880526
1,105,0.104406
2,105,0.402317
10,105,0.785828
100,105,0.906067
1,106,1.19941
2,106,1.16798
10,106,0.870037
100,106,0.920811
1,107,2.89586
2,107,2.822
10,107,1.0532
100,107,1.09154
1,108,0.686596
2,108,0.461289
10,108,1.07696
100,108,1.05494
1,109,0.980208
2,109,0.961203
10,109,0.888885
100,109,0.987648
1,110,0.747128
2,110,0.663041
10,110,0.719157
100,110,0.977537
1,111,0.0813443
2,111,0.151546
10,111,0.485517
100,111,0.97546
1,112,0.519204
2,112,0.917613
10,112,0.874701
100,112,1.05492
1,113,1.03468
2,113,0.832161
10,113,1.18226
100,113,0.987783
1,114,0.852129
2,114,1.30452
10,114,1.22828
100,114,0.958132
1,115,2.99877
2,115,1.87087
10,115,0.977781
100,115,0.932993
1,116,0.0806998
2,116,0.260051
10,116,1.00325
100,116,0.99801
1,117,0.126637
2,117,1.17305
10,117,1.08885
100,117,0.967531
1,118,3.97196
2,118,2.12135
10,118,1.50968
100,118,1.15873
1,119,0.433289
2,119,1.96759
10,119,1.47007
100,119,1.03993
1,120,2.42803
2,120,2.52924
10,120,1.85451
100,120,0.995851
1,121,0.529285
2,121,0.470874
10,121,1.12273
100,121,1.11347
1,122,1.05164
2,122,1.25402
10,122,1.00146
100,122,0.965351
1,123,0.474593
2,123,0.678182
10,123,1.214
100,123,0.99744
1,124,0.522027
2,124,0.557362
10,124,0.654348
100,124,1.01965
1,125,0.185829
2,125,0.158644
10,125,0.709739
100,125,1.09284
1,126,0.596203
2,126,1.14296
10,126,0.801709
100,126,0.936202
1,127,1.41245
2,127,1.10216
10,127,1.3527
100,127,0.944603
1,128,0.131168
2,128,0.963543
10,128,0.655508
100,128,0.909773
1,129,1.46273
2,129,1.44292
10,129,1.42851
100,129,1.12842
1,130,2.73097
2,130,1.82721
10,130,1.38223
100,130,1.23459
1,131,0.289814
2,131,0.169774
10,131,0.752848
100,131,1.02214
1,132,0.462704
2,132,1.15215
10,132,0.671895
100,132,0.97478
1,133,1.25931
2,133,1.52237
10,133,1.01074
100,133,1.11149
1,134,0.496709
2,134,0.341646
10,134,0.687581
100,134,0.836591
1,135,0.369584
2,135,0.709102
10,135,1.04896
100,135,0.98337
1,136,0.176234
2,136,1.27787
10,136,1.13608
100,136,0.942417
1,137,3.0405
2,137,1.73996
10,137,1.27555
100,137,1.02002
1,138,0.616445
2,138,1.52401
10,138,0.945119
100,138,1.084
1,139,0.929781
2,139,0.602389
10,139,0.579554
100,139,0.864677
1,140,0.634396
2,140,0.465208
10,140,1.01013
100,140,0.949859
1,141,0.581853
2,141,0.301772
10,141,0.562738
100,141,0.91825
1,142,0.173047
2,142,0.196541
10,142,0.909398
100,142,1.07249
1,143,1.09921
2,143,0.738691
10,143,1.00503
100,143,1.07348
1,144,0.403035
2,144,0.228491
10,144,0.883294
100,144,0.785573
1,145,3.95449
2,145,2.14711
10,145,1.59997
100,145,1.22957
1,146,0.86314
2,146,0.503074
10,146,0.627406
100,146,0.903429
1,147,0.248555
2,147,0.773924
10,147,1.19486
100,147,1.03016
1,148,1.79222
2,148,2.11582
10,148,1.61453
100,148,1.07917
1,149,1.01492
2,149,1.15662
10,149,1.09164
100,149,1.01355
1,150,0.0422623
2,150,0.0337161
10,150,1.19813
100,150,1.03865
1,151,0.579708
2,151,0.765165
10,151,1.5552
100,151,1.09884
1,152,0.729501
2,152,0.797626
10,152,0.71383
100,152,0.998435
1,153,1.28279
2,153,1.05517
10,153,1.36389
100,153,1.07463
1,154,0.0202121
2,154,0.455267
10,154,0.959438
100,154,1.17152
1,155,1.42151
2,155,1.24434
10,155,1.41036
100,155,1.09298
1,156,0.293521
2,156,0.178023
10,156,0.704245
100,156,1.12444
1,157,1.29064
2,157,1.54174
10,157,1.78071
100,157,1.29375
1,158,0.895992
2,158,0.770755
10,158,0.759408
100,158,1.09168
1,159,0.509911
2,159,0.487857
10,159,1.14749
100,159,1.07605
1,160,0.114535
2,160,0.0799052
10,160,0.465317
100,160,0.950006
1,161,0.118102
2,161,0.112604
10,161,1.60225
100,161,1.0119
1,162,1.31483
2,162,0.73529
10,162,0.869642
100,162,1.05366
1,163,0.355961
2,163,0.644887
10,163,0.593146
100,163,1.02768
1,164,0.287197
2,164,1.22536
10,164,0.882798
100,164,1.07813
1,165,0.533479
2,165,0.34597
10,165,0.667645
100,165,0.969383
1,166,0.252218
2,166,0.674518
10,166,0.787273
100,166,0.939579
1,167,0.88148
2,167,1.62144
10,167,1.20349
100,167,0.973126
1,168,0.582209
2,168,2.13392
10,168,1.07268
100,168,1.02768
1,169,0.711242
2,169,0.77421
10,169,0.707738
100,169,0.956069
1,170,0.6574
2,170,0.665127
10,170,0.700387
100,170,0.982339
1,171,0.312629
2,171,1.69054
10,171,1.49457
100,171,1.09022
1,172,0.155039
2,172,0.87714
10,172,1.55367
100,172,0.944123
1,173,0.727904
2,173,1.00616
10,173,1.05543
100,173,1.17113
1,174,0.0810463
2,174,0.705271
10,174,0.625625
100,174,0.939402
1,175,0.378091
2,175,0.889682
10,175,0.847388
100,175,1.01056
1,176,1.49633
2,176,1.07156
10,176,1.07776
100,176,0.825679
1,177,0.246282
2,177,1.60415
10,177,0.532666
100,177,1.04996
1,178,0.282049
2,178,0.176462
10,178,1.11839
100,178,1.08099
1,179,1.4665
2,179,1.38772
10,179,1.69178
100,179,1.03619
1,180,0.192189
2,180,0.154709
10,180,0.47159
100,180,0.931722
1,181,0.535469
2,181,0.576153
10,181,0.776253
100,181,0.956295
1,182,0.19095
2,182,0.711524
10,182,1.06661
100,182,0.916002
1,183,0.0857146
2,183,0.323105
10,183,0.92635
100,183,1.18683
1,184,1.53713
2,184,1.40635
10,184,0.927828
100,184,0.967895
1,185,0.154776
2,185,1.24021
10,185,1.54957
100,185,1.0622
1,186,0.445171
2,186,0.715504
10,186,0.934988
100,186,0.979001
1,187,0.374254
2,187,0.190383
10,187,1.23441
100,187,0.935018
1,188,0.983986
2,188,0.539267
10,188,1.86072
100,188,1.20327
1,189,0.173568
2,189,1.50093
10,189,1.03173
100,189,1.11065
1,190,1.71246
2,190,1.19363
10,190,0.798239
100,190,1.02903
1,191,0.456381
2,191,0.322141
10,191,0.47
100,191,0.836399
1,192,0.847558
2,192,0.616975
10,192,0.841833
100,192,0.927959
1,193,0.912054
2,193,1.41918
10,193,0.88516
100,193,0.831479
1,194,0.595021
2,194,0.555387
10,194,0.754593
100,194,1.00382
1,195,2.83882
2,195,2.16106
10,195,1.1495
100,195,1.03728
1,196,3.83591
2,196,2.17213
10,196,1.60912
100,196,1.08957
1,197,0.270852
2,197,0.52103
10,197,0.823274
100,197,0.956591
1,198,0.365327
2,198,3.29659
10,198,0.968545
100,198,0.995171
1,199,0.401665
2,199,0.817868
10,199,0.959282
100,199,1.0957
1,200,0.235798
2,200,0.555176
10,200,0.885343
100,200,0.958566
1,201,0.307156
2,201,1.12148
10,201,0.640319
100,201,0.92144
1,202,0.141497
2,202,1.52523
10,202,1.35553
100,202,1.10003
1,203,1.43142
2,203,0.915986
10,203,1.2585
100,203,1.05919
1,204,0.0914226
2,204,1.27028
10,204,0.909646
100,204,0.933656
1,205,3.63468
2,205,2.56257
10,205,1.24529
100,205,0.867787
1,206,2.04393
2,206,1.29107
10,206,1.06003
100,206,1.05332
1,207,0.549429
2,207,0.289573
10,207,1.07059
100,207,0.963645
1,208,1.65961
2,208,1.35291
10,208,1.11772
100,208,1.01964
1,209,0.351659
2,209,0.287042
10,209,0.678396
100,209,1.05912
1,210,0.687071
2,210,0.761812
10,210,0.892181
100,210,0.958814
1,211,1.95436
2,211,1.08066
10,211,0.714874
100,211,0.989621
1,212,0.485078
2,212,1.60602
10,212,1.34948
100,212,1.24488
1,213,0.886174
2,213,1.92191
10,213,0.918954
100,213,0.953199
1,214,2.72136
2,214,1.81381
10,214,1.16689
100,214,0.972873
1,215,2.05882
2,215,1.11456
10,215,0.671449
100,215,0.970399
1,216,0.107576
2,216,0.413201
10,216,0.69288
100,216,1.13086
1,217,0.858782
2,217,1.21863
10,217,1.1663
100,217,0.982698
1,218,0.428472
2,218,0.493763
10,218,0.408432
100,218,0.902405
1,219,0.987069
2,219,0.810441
10,219,1.18541
100,219,0.983541
1,220,0.105509
2,220,0.784555
10,220,1.273
100,220,0.949645
1,221,2.27129
2,221,1.13652
10,221,0.718977
100,221,0.963743
1,222,0.950743
2,222,0.908419
10,222,0.785601
100,222,1.06136
1,223,0.0937817
2,223,1.43126
10,223,1.19384
100,223,0.92086
1,224,0.79997
2,224,1.71258
10,224,1.07013
100,224,1.18715
1,225,0.123282
2,225,0.235152
10,225,0.930006
100,225,0.978162
1,226,0.264204
2,226,0.281485
10,226,0.924287
100,226,0.920835
1,227,0.671753
2,227,1.23286
10,227,1.04626
100,227,1.10914
1,228,0.718066
2,228,0.963176
10,228,0.765984
100,228,0.858937
1,229,1.10061
2,229,1.09534
10,229,0.836689
100,229,0.751266
1,230,0.701796
2,230,0.501248
10,230,0.47157
100,230,0.937846
1,231,3.18251
2,231,2.48729
10,231,1.25608
100,231,1.09612
1,232,4.30963
2,232,2.26062
10,232,1.56903
100,232,1.04226
1,233,0.937957
2,233,2.68677
10,233,1.51941
100,233,0.938966
1,234,0.261913
2,234,0.738727
10,234,0.708302
100,234,0.887543
1,235,0.0119377
2,235,1.10379
10,235,1.19816
100,235,1.05956
1,236,0.243466
2,236,0.336831
10,236,0.740415
100,236,0.899557
1,237,0.95632
2,237,1.39143
10,237,1.20309
100,237,0.967018
1,238,1.34617
2,238,0.768337
10,238,0.837064
100,238,0.899687
1,239,0.0327549
2,239,0.659995
10,239,0.439711
100,239,0.779012
1,240,1.44738
2,240,1.56286
10,240,0.815897
100,240,1.01037
1,241,0.136758
2,241,0.368431
10,241,0.684857
100,241,0.94855
1,242,0.759415
2,242,0.566964
10,242,1.36171
100,242,1.15153
1,243,0.558562
2,243,0.346837
10,243,0.619886
100,243,0.916514
1,244,0.542335
2,244,0.524634
10,244,0.957916
100,244,0.872199
1,245,0.0585337
2,245,0.179718
10,245,0.717568
100,245,0.894702
1,246,0.388598
2,246,0.471861
10,246,1.0944
100,246,1.23462
1,247,0.978065
2,247,1.11479
10,247,0.580925
100,247,1.13638
1,248,0.59028
2,248,0.332823
10,248,0.522252
100,248,1.15208
1,249,3.7318
2,249,3.29303
10,249,1.94334
100,249,0.993081
1,250,1.49371
2,250,0.829433
10,250,1.51152
100,250,1.06396
1,251,0.800864
2,251,0.623157
10,251,0.981517
100,251,0.852421
1,252,0.296445
2,252,0.776229
10,252,0.883879
100,252,1.04185
1,253,0.22501
2,253,0.363704
10,253,0.920166
100,253,0.924045
1,254,1.29702
2,254,1.34042
10,254,1.532
100,254,0.985208
1,255,1.59998
2,255,2.30725
10,255,1.18017
100,255,0.898033
1,256,8.18379
2,256,4.38798
10,256,1.60822
100,256,0.941502
1,257,1.14127
2,257,0.994101
10,257,0.902901
100,257,0.853905
1,258,0.180357
2,258,0.120211
10,258,1.00716
100,258,0.917794
1,259,0.0947775
2,259,0.597669
10,259,0.730334
100,259,1.01255
1,260,0.147664
2,260,1.05401
10,260,0.791646
100,260,0.864262
1,261,0.107195
2,261,0.531631
10,261,0.727648
100,261,0.924542
1,262,1.51981
2,262,1.35078
10,262,0.541056
100,262,0.958266
1,263,0.299776
2,263,0.448836
10,263,0.630427
100,263,1.05879
1,264,0.763922
2,264,1.73623
10,264,0.754672
100,264,0.95405
1,265,0.149174
2,265,0.197277
10,265,0.340967
100,265,0.946993
1,266,0.448075
2,266,0.587019
10,266,1.30702
100,266,0.853588
1,267,0.452983
2,267,1.17318
10,267,1.09701
100,267,1.09451
1,268,0.10922
2,268,1.63784
10,268,1.03409
100,268,1.1095
1,269,0.280745
2,269,0.624392
10,269,1.00235
100,269,1.0525
1,270,1.697
2,270,2.33214
10,270,1.09247
100,270,1.10692
1,271,0.149111
2,271,1.37737
10,271,1.27586
100,271,1.05416
1,272,0.788914
2,272,0.537459
10,272,0.880963
100,272,0.925355
1,273,2.41106
2,273,1.32299
10,273,1.61243
100,273,1.16698
1,274,0.154987
2,274,0.174752
10,274,0.508482
100,274,0.739089
1,275,0.529935
2,275,0.509534
10,275,1.10687
100,275,1.03612
1,276,0.249772
2,276,2.02861
10,276,0.795683
100,276,1.00951
1,277,1.59078
2,277,0.857012
10,277,1.04495
100,277,0.871842
1,278,0.0974256
2,278,0.863373
10,278,0.971626
100,278,0.968128
1,279,1.14485
2,279,1.07539
10,279,1.15448
100,279,1.22889
1,280,1.18506
2,280,1.81132
10,280,1.34704
100,280,0.958449
1,281,1.08102
2,281,1.25153
10,281,0.529973
100,281,1.02521
1,282,1.88579
2,282,0.945135
10,282,0.952913
100,282,1.10134
1,283,0.695272
2,283,1.5585
10,283,1.43311
100,283,1.01371
1,284,4.66245
2,284,2.56531
10,284,1.17113
100,284,0.816274
1,285,0.673743
2,285,1.04861
10,285,1.35063
100,285,0.883814
1,286,0.685593
2,286,1.00702
10,286,1.15822
100,286,1.04445
1,287,1.77954
2,287,1.01255
10,287,1.49387
100,287,1.10082
1,288,0.107318
2,288,0.173952
10,288,0.784594
100,288,0.883579
1,289,1.38638
2,289,0.778043
10,289,1.04441
100,289,0.936042
1,290,0.862136
2,290,0.460691
10,290,1.04984
100,290,1.12141
1,291,0.0428007
2,291,0.121838
10,291,0.717777
100,291,0.876792
1,292,1.52448
2,292,0.827124
10,292,0.913464
100,292,1.0429
1,293,0.185218
2,293,0.309911
10,293,1.20739
100,293,0.997647
1,294,0.719124
2,294,0.427441
10,294,0.486823
100,294,0.952504
1,295,1.23845
2,295,1.03406
10,295,0.859387
100,295,0.928345
1,296,0.190189
2,296,0.125714
10,296,0.236846
100,296,0.919302
1,297,3.56391
2,297,2.42041
10,297,1.0756
100,297,1.03513
1,298,0.20401
2,298,1.26203
10,298,1.06824
100,298,0.957695
1,299,2.19332
2,299,1.51976
10,299,1.19186
100,299,1.09644
1,300,0.348462
2,300,0.245791
10,300,0.900037
100,300,1.03479
1,301,3.54918
2,301,1.95356
10,301,1.16394
100,301,1.0401
1,302,0.640847
2,302,0.389117
10,302,0.828949
100,302,0.95912
1,303,0.00280586
2,303,0.552204
10,303,0.561459
100,303,1.07824
1,304,2.84711
2,304,2.03648
10,304,1.03501
100,304,0.890507
1,305,0.579553
2,305,0.649214
10,305,0.720095
100,305,0.764503
1,306,0.0290647
2,306,0.549124
10,306,0.70225
100,306,0.952675
1,307,0.0479081
2,307,0.0523033
10,307,0.673223
100,307,1.00685
1,308,0.0347644
2,308,0.045879
10,308,1.37554
100,308,1.07512
1,309,0.18317
2,309,0.287812
10,309,0.635135
100,309,0.879222
1,310,0.0737772
2,310,0.547861
10,310,0.786799
100,310,1.03445
1,311,0.267475
2,311,0.484113
10,311,0.96875
100,311,0.98806
1,312,2.78619
2,312,1.62975
10,312,1.0097
100,312,0.967858
1,313,0.980151
2,313,1.28483
10,313,0.86356
100,313,1.00669
1,314,0.709031
2,314,0.916581
10,314,0.515928
100,314,1.00436
1,315,1.50599
2,315,1.38404
10,315,0.875726
100,315,0.983513
1,316,1.74088
2,316,1.1695
10,316,1.17338
100,316,0.987382
1,317,1.03569
2,317,0.799311
10,317,0.932647
100,317,0.983299
1,318,0.170032
2,318,0.370692
10,318,0.854837
100,318,1.13412
1,319,3.00442
2,319,2.68094
10,319,1.0444
100,319,1.02348
1,320,0.870332
2,320,1.13917
10,320,0.925278
100,320,0.88429
1,321,0.768895
2,321,0.539964
10,321,0.978961
100,321,0.818939
1,322,0.449408
2,322,1.18785
10,322,1.75305
100,322,1.12841
1,323,0.107131
2,323,0.752049
10,323,1.18218
100,323,1.14594
1,324,0.402917
2,324,0.424238
10,324,0.78242
100,324,1.09747
1,325,0.0427077
2,325,0.0972045
10,325,0.731118
100,325,0.991608
1,326,1.60932
2,326,1.07064
10,326,0.679943
100,326,0.903125
1,327,1.56167
2,327,1.08092
10,327,0.801226
100,327,0.933379
1,328,0.0981593
2,328,0.278724
10,328,1.02328
100,328,0.980236
1,329,0.0591443
2,329,0.0485416
10,329,0.562114
100,329,0.968738
1,330,1.38673
2,330,1.12909
10,330,0.713588
100,330,0.868647
1,331,1.18435
2,331,2.8173
10,331,2.06123
100,331,1.10186
1,332,0.958896
2,332,0.624452
10,332,0.552957
100,332,1.06107
1,333,0.748595
2,333,2.33054
10,333,1.38095
100,333,1.04636
1,334,1.00429
2,334,2.53003
10,334,1.50373
100,334,1.05351
1,335,0.624958
2,335,0.536681
10,335,0.697549
100,335,0.973396
1,336,2.83163
2,336,2.35888
10,336,1.98181
100,336,1.0725
1,337,0.549986
2,337,0.506834
10,337,1.0107
100,337,0.886593
1,338,0.107133
2,338,0.240233
10,338,0.926488
100,338,1.06888
1,339,0.210795
2,339,1.27546
10,339,1.01135
100,339,0.883043
1,340,1.24593
2,340,0.839013
10,340,0.484892
100,340,0.93167
1,341,0.263082
2,341,0.255489
10,341,1.46404
100,341,0.92235
1,342,0.620804
2,342,0.752724
10,342,0.816232
100,342,0.947792
1,343,0.990123
2,343,0.7495
10,343,1.54897
100,343,1.03762
1,344,1.58388
2,344,0.83355
10,344,0.925163
100,344,1.00401
1,345,1.90383
2,345,1.05562
10,345,1.2152
100,345,1.125
1,346,1.34866
2,346,1.42272
10,346,0.95312
100,346,1.13186
1,347,2.11214
2,347,1.14553
10,347,1.5933
100,347,1.21862
1,348,0.249817
2,348,0.339614
10,348,0.830712
100,348,1.14062
1,349,0.394094
2,349,1.25686
10,349,1.44353
100,349,1.118
1,350,0.163251
2,350,0.29708
10,350,1.27633
100,350,1.00832
1,351,1.05453
2,351,1.28687
10,351,0.726456
100,351,0.873
1,352,0.0164317
2,352,0.137252
10,352,0.801251
100,352,1.15306
1,353,0.384052
2,353,0.380606
10,353,1.30028
100,353,1.14511
1,354,0.332501
2,354,1.04751
10,354,1.02421
100,354,0.827909
1,355,1.61595
2,355,1.34545
10,355,1.09188
100,355,1.02598
1,356,2.77574
2,356,1.73655
10,356,0.632698
100,356,0.915374
1,357,1.37782
2,357,3.04407
10,357,1.30908
100,357,1.12161
1,358,1.51929
2,358,1.75322
10,358,1.19321
100,358,1.00308
1,359,0.342876
2,359,0.223081
10,359,0.705123
100,359,1.04729
1,360,1.09932
2,360,1.07143
10,360,0.912074
100,360,0.858589
1,361,0.673996
2,361,0.68704
10,361,1.35371
100,361,1.0476
1,362,1.65467
2,362,2.07846
10,362,1.52775
100,362,1.0162
1,363,0.277917
2,363,0.164789
10,363,0.663279
100,363,0.810885
1,364,0.683625
2,364,0.39825
10,364,1.13895
100,364,0.832414
1,365,0.862149
2,365,0.489375
10,365,1.53512
100,365,1.12692
1,366,0.0929428
2,366,0.100107
10,366,0.998472
100,366,0.940797
1,367,0.294271
2,367,0.283388
10,367,0.95715
100,367,1.07349
1,368,0.0412064
2,368,0.596354
10,368,0.909856
100,368,0.965041
1,369,1.55772
2,369,0.89197
10,369,0.9379
100,369,1.14051
1,370,1.64193
2,370,0.93304
10,370,0.725556
100,370,1.05715
1,371,0.98639
2,371,1.37381
10,371,1.05912
100,371,1.19704
1,372,0.0345681
2,372,0.241984
10,372,1.32092
100,372,1.01961
1,373,0.063162
2,373,0.0829222
10,373,0.892699
100,373,1.07086
1,374,0.181853
2,374,0.415476
10,374,0.633829
100,374,1.01482
1,375,1.13257
2,375,0.761859
10,375,0.599944
100,375,0.949862
1,376,1.26847
2,376,0.843582
10,376,1.49201
100,376,0.995086
1,377,0.977202
2,377,0.532378
10,377,1.06088
100,377,0.98458
1,378,2.20599
2,378,1.2668
10,378,1.2294
100,378,0.871014
1,379,1.65151
2,379,1.85237
10,379,1.37361
100,379,1.0007
1,380,2.24835
2,380,1.59821
10,380,1.18313
100,380,0.873683
1,381,0.331645
2,381,0.247604
10,381,0.848677
100,381,1.0488
1,382,0.587605
2,382,0.30347
10,382,0.524551
100,382,0.931777
1,383,0.650578
2,383,0.849747
10,383,1.58575
100,383,1.08281
1,384,0.164598
2,384,1.03961
10,384,1.01691
100,384,0.910103
1,385,1.40871
2,385,0.906869
10,385,0.833347
100,385,0.952103
1,386,0.344425
2,386,0.604014
10,386,0.771497
100,386,0.982183
1,387,1.4234
2,387,1.0801
10,387,1.88612
100,387,1.05002
1,388,0.40529
2,388,2.04816
