sums length,extraction,value
100,48,0.573363
1,49,3.38771
2,49,-32.6114
10,49,-6.22916
100,49,-0.523878
1,50,-0.347297
2,50,-0.183223
10,50,-0.069295
100,50,-23.465
1,51,0.886973
2,51,-0.628161
10,51,-3.18639
100,51,0.10229
1,52,0.672323
2,52,0.786259
10,52,0.971392
100,52,0.053263
1,53,-1.05453
2,53,1.59137
10,53,0.251649
100,53,-11.2889
1,54,-1.39326
2,54,-0.462055
10,54,0.012035
100,54,-1.70708
1,55,0.637544
2,55,0.322892
10,55,-1.56731
100,55,-0.286281
1,56,-1.43027
2,56,-0.525804
10,56,0.401296
100,56,-2.56563
1,57,2.55742
2,57,0.567669
10,57,1.19624
100,57,1.22736
1,58,1.10183
2,58,21.224
10,58,3.14414
100,58,0.339283
1,59,-1.42139
2,59,-0.221617
10,59,-0.684818
100,59,0.422695
1,60,-2.82507
2,60,-0.449904
10,60,0.288609
100,60,-0.603142
1,61,-0.605873
2,61,-1.24839
10,61,1.08792
100,61,-8.49378
1,62,14.9913
2,62,7.50591
10,62,1.45084
100,62,-0.720274
1,63,1.6327
2,63,1.07963
10,63,-1.94219
100,63,-5.56785
1,64,-2.08614
2,64,-1.02778
10,64,-0.0123652
100,64,1.77573
1,65,0.927381
2,65,4.54929
10,65,0.393968
100,65,-0.0718997
1,66,-0.628433
2,66,0.888114
10,66,4.36562
100,66,-0.317801
1,67,189.408
2,67,97.4518
10,67,20.0561
100,67,2.16921
1,68,-2.62722
2,68,17.0848
10,68,3.51829
100,68,0.94979
1,69,-0.00275738
2,69,-0.289363
10,69,2.64733
100,69,1.33924
1,70,0.526724
2,70,0.151824
10,70,0.242198
100,70,0.526024
1,71,0.00896124
2,71,-4.00444
10,71,-1.26036
100,71,1.58868
1,72,-0.544759
2,72,-0.608621
10,72,-4.90796
100,72,0.0859705
1,73,-8.51167
2,73,-2.63822
10,73,-0.149234
100,73,2.35383
1,74,9.90729
2,74,5.34265
10,74,2.77874
100,74,-4.96228
1,75,-1.00536
2,75,-0.31996
10,75,-0.816518
100,75,1.84023
1,76,0.675306
2,76,1.08453
10,76,0.372756
100,76,1.13827
1,77,-0.641642
2,77,-0.164705
10,77,0.249708
100,77,-1.23174
1,78,2.94195
2,78,0.908441
10,78,0.64156
100,78,0.937345
1,79,-0.0742971
2,79,-0.00130033
10,79,0.27463
100,79,1.05565
1,80,2.34728
2,80,-4.34756
10,80,0.761074
100,80,1.4202
1,81,4.53298
2,81,5.79465
10,81,2.4845
100,81,-27.7607
1,82,-0.836566
2,82,-0.371523
10,82,2.41587
100,82,0.491782
1,83,-4.72065
2,83,-2.51959
10,83,-1.8908
100,83,-2.00606
1,84,23.3926
2,84,8.05546
10,84,7.84603
100,84,1.46261
1,85,-1.6834
2,85,0.335299
10,85,0.764914
100,85,-1.6786
1,86,0.219172
2,86,-5.32681
10,86,-0.35748
100,86,-0.0993698
1,87,-2.31735
2,87,-1.16103
10,87,-0.468627
100,87,-0.341447
1,88,2.02233
2,88,-0.18409
10,88,-4.04023
100,88,-0.821773
1,89,-7.29325
2,89,-3.44819
10,89,6.11114
100,89,0.567228
1,90,-0.446153
2,90,0.389429
10,90,0.296532
100,90,0.969364
1,91,0.0840353
2,91,-17.1287
10,91,-4.20634
100,91,-1.01601
1,92,-1.42336
2,92,4.03752
10,92,-0.530284
100,92,-1.44862
1,93,0.315072
2,93,0.389659
10,93,0.324701
100,93,-7.97096
1,94,2.30559
2,94,1.39445
10,94,-1.1496
100,94,1.90424
1,95,-0.0312814
2,95,0.0659169
10,95,0.875723
100,95,-7.67157
1,96,-1.55639
2,96,-1.13208
10,96,2.16279
100,96,-0.082577
1,97,-0.00248091
2,97,16.496
10,97,2.21163
100,97,-0.928809
1,98,0.112061
2,98,2.32515
10,98,0.778183
100,98,2.85163
1,99,-31.7392
2,99,-11.2672
10,99,-3.93018
100,99,-0.459547
1,100,-0.313904
2,100,-0.636231
10,100,-1.38149
100,100,0.572284
1,101,-0.873
2,101,1.81632
10,101,0.841696
100,101,0.323206
1,102,0.913514
2,102,-0.719935
10,102,-1.3059
100,102,-0.97041
1,103,-1.98635
2,103,-2.1965
10,103,-1.02945
100,103,-1.42997
1,104,1.23999
2,104,-0.292297
10,104,-9.46965
100,104,-4.29175
1,105,-3.10619
2,105,-1.54755
10,105,-8.66718
100,105,1.86061
1,106,0.719977
2,106,0.675261
10,106,0.139113
100,106,4.03342
1,107,5.70316
2,107,5.30293
10,107,-0.69265
100,107,2.38702
1,108,-0.0103253
2,108,-0.648902
10,108,0.650538
100,108,0.779336
1,109,0.413355
2,109,0.387097
10,109,0.0442519
100,109,-3.29017
1,110,0.0827329
2,110,-0.0548025
10,110,-0.79352
100,110,0.113017
1,111,-3.99229
2,111,-2.68944
10,111,-2.06314
100,111,0.474867
1,112,-0.307618
2,112,0.29205
10,112,-0.288967
100,112,1.46035
1,113,0.488572
2,113,0.192608
10,113,6.54026
100,113,18.6574
1,114,0.235081
2,114,0.947579
10,114,0.813737
100,114,-0.606447
1,115,6.33329
2,115,3.20489
10,115,0.571347
100,115,-0.479335
1,116,-4.02415
2,116,-2.2559
10,116,0.514636
100,116,0.144973
1,117,-2.55034
2,117,0.132105
10,117,-1.16713
100,117,-0.00501954
1,118,16.8789
2,118,7.89747
10,118,4.62409
100,118,1.01431
1,119,-0.503104
2,119,5.01315
10,119,-78.4117
100,119,-7.75001
1,120,3.51566
2,120,3.92904
10,120,8.95425
100,120,0.162534
1,121,-0.287212
2,121,-0.422625
10,121,0.45761
100,121,2.05936
1,122,0.512044
2,122,0.812237
10,122,0.241514
100,122,0.974367
1,123,-0.403719
2,123,-0.0634679
10,123,0.726877
100,123,0.347508
1,124,-0.301861
2,124,-0.234692
10,124,-0.591514
100,124,-0.948321
1,125,-1.69595
2,125,-2.07484
10,125,-1.97471
100,125,-0.454076
1,126,-0.161282
2,126,0.682777
10,126,-0.209943
100,126,4.06622
1,127,1.0414
2,127,0.595071
10,127,1.12324
100,127,-0.502024
1,128,-2.45934
2,128,-0.359282
10,128,-1.57034
100,128,0.0149683
1,129,1.12282
2,129,1.09064
10,129,1.47944
100,129,0.746007
1,130,4.81694
2,130,2.5759
10,130,1.41079
100,130,1.60996
1,131,-0.990017
2,131,-3.74988
10,131,-0.415004
100,131,0.372959
1,132,-0.431168
2,132,0.703702
10,132,-0.46228
100,132,0.494321
1,133,0.807098
2,133,1.26296
10,133,0.334111
100,133,-2.00635
1,134,-0.354814
2,134,-1.02159
10,134,-0.337005
100,134,-0.21075
1,135,-0.684301
2,135,-0.0882204
10,135,0.928099
100,135,-6.25716
1,136,-1.79783
2,136,0.771137
10,136,0.592296
100,136,1.09747
1,137,6.60752
2,137,3.05997
10,137,1.19824
100,137,-0.779076
1,138,-0.125883
2,138,1.70148
10,138,-0.495511
100,138,1.48014
1,139,0.34364
2,139,-0.359199
10,139,-0.974492
100,139,-0.993968
1,140,-0.0953381
2,140,-0.52848
10,140,0.527222
100,140,-0.721304
1,141,-0.187057
2,141,-7.49937
10,141,-3.56137
100,141,0.540458
1,142,-1.83395
2,142,-1.61661
10,142,0.189689
100,142,139.562
1,143,0.578188
2,143,-0.0396011
10,143,0.803461
100,143,0.986557
1,144,-0.584166
2,144,-3.29506
10,144,-0.408535
100,144,-0.0931933
1,145,16.5859
2,145,7.90017
10,145,4.2672
100,145,5.18053
1,146,0.250619
2,146,-0.998472
10,146,-1.09013
100,146,-1.30052
1,147,-1.20823
2,147,-0.170853
10,147,0.278144
100,147,-0.225076
1,148,1.73301
2,148,2.64554
10,148,1.73364
100,148,2.0871
1,149,0.461261
2,149,0.663161
10,149,1.10628
100,149,1.11579
1,150,-7.64866
2,150,-10.2145
10,150,3.78333
100,150,0.810082
1,151,-0.190962
2,151,0.0907649
10,151,1.7293
100,151,-2.16759
1,152,0.056138
2,152,0.155217
10,152,-0.204169
100,152,-0.377772
1,153,0.841856
2,153,0.521005
10,153,0.949091
100,153,0.180598
1,154,-15.8872
2,154,-7.79922
10,154,-17.8702
100,154,-0.803228
1,155,1.05588
2,155,0.794727
10,155,2.01364
100,155,-2.06547
1,156,-0.972933
2,156,-3.08054
10,156,-2.66205
100,156,2.24261
1,157,0.853564
2,157,1.29393
10,157,4.87965
100,157,2.76952
1,158,0.29666
2,158,0.109942
10,158,-1.12418
100,158,-0.118528
1,159,-0.326827
2,159,-0.375378
10,159,0.698116
100,159,42.5829
1,160,-2.82713
2,160,-4.98582
10,160,-8.22845
100,160,-2.10529
1,161,-2.73987
2,161,-2.88336
10,161,7.02267
100,161,1.71621
1,162,0.889917
2,162,-0.581981
10,162,-1.70928
100,162,0.616025
1,163,-0.728945
2,163,-0.189858
10,163,-0.331385
100,163,0.585334
1,164,-1.00229
2,164,0.823066
10,164,-2.65885
100,164,2.79452
1,165,-0.278847
2,165,-1.14764
10,165,-0.688704
100,165,0.363902
1,166,-1.18643
2,166,-0.305791
10,166,-0.471875
100,166,0.894975
1,167,0.276376
2,167,1.77647
10,167,0.954343
100,167,1.39494
1,168,-0.186411
2,168,6.23927
10,168,1.31137
100,168,19.4544
1,169,0.0281745
2,169,0.121027
10,169,-0.116206
100,169,0.637815
1,170,-0.0572302
2,170,-0.0447207
10,170,-0.624987
100,170,-27.2855
1,171,-0.890149
2,171,2.95372
10,171,1.44242
100,171,11.7094
1,172,-2.06388
2,172,-0.352985
10,172,1.8798
100,172,-0.30777
1,173,0.05371
2,173,0.448998
10,173,-0.0617782
100,173,0.828004
1,174,-4.00696
2,174,-1.5474
10,174,-0.805317
100,174,-0.272524
1,175,-0.657634
2,175,0.182998
10,175,-0.84907
100,175,0.994867
1,176,1.1787
2,176,0.552016
10,176,1.0266
100,176,-0.458298
1,177,-1.22204
2,177,2.43942
10,177,-6.09847
100,177,0.982552
1,178,-1.02698
2,178,-2.80364
10,178,-4.01901
100,178,0.81004
1,179,1.12903
2,179,1.00502
10,179,17.3346
100,179,2.0588
1,180,-1.63359
2,180,-2.19718
10,180,-0.931314
100,180,-0.136829
1,181,-0.274902
2,181,-0.200056
10,181,0.210439
100,181,-0.68723
1,182,-1.64544
2,182,-0.439092
10,182,0.617773
100,182,-3.08937
1,183,-3.78863
2,183,-2.0076
10,183,-0.71936
100,183,-7.37526
1,184,1.24822
2,184,1.03967
10,184,-0.177377
100,184,-0.238783
1,185,-2.06761
2,185,0.543391
10,185,2.39925
100,185,1.14698
1,186,-0.473309
2,186,-0.0260919
10,186,-0.469045
100,186,-1.87231
1,187,-0.669552
2,187,-24.8548
10,187,2.80077
100,187,-1.69857
1,188,0.418571
2,188,-1.50738
10,188,9.38424
100,188,0.774612
1,189,-1.82797
2,189,1.74735
10,189,0.249751
100,189,0.679198
1,190,1.57114
2,190,0.771023
10,190,-0.0340593
100,190,0.459221
1,191,-0.446128
2,191,-1.06068
10,191,-1.75489
100,191,-0.380947
1,192,0.228612
2,192,-0.201911
10,192,0.116804
100,192,-15.4956
1,193,0.319031
2,193,1.1746
10,193,-7.78648
100,193,-2.90401
1,194,-0.163383
2,194,-0.239045
10,194,-50.0364
100,194,-4.27392
1,195,5.38032
2,195,3.26861
10,195,0.42624
100,195,-1.72462
1,196,14.7265
2,196,7.1982
10,196,2.53222
100,196,-0.191513
1,197,-1.08336
2,197,-0.482426
10,197,0.14378
100,197,-1.03781
1,198,-0.697987
2,198,80.288
10,198,8.0938
100,198,1.51851
1,199,-0.588033
2,199,0.091051
10,199,0.361793
100,199,0.0795818
1,200,-1.28869
2,200,-0.511013
10,200,0.131121
100,200,0.221894
1,201,-0.913013
2,201,0.569755
10,201,-4.94212
100,201,-5.49989
1,202,-2.27271
2,202,1.75359
10,202,1.84877
100,202,-0.915684
1,203,1.07182
2,203,0.24032
10,203,0.742262
100,203,-0.260996
1,204,-3.55137
2,204,0.0216149
10,204,0.266867
100,204,1.66507
1,205,12.033
2,205,6.60093
10,205,0.458901
100,205,-2.37166
1,206,2.32049
2,206,1.0255
10,206,-1.15606
100,206,17.9239
1,207,-0.247666
2,207,-5.54391
10,207,-0.285066
100,207,0.311089
1,208,1.46933
2,208,0.986923
10,208,0.375503
100,208,1.17729
1,209,-0.743577
2,209,-1.0626
10,209,-0.379054
100,209,3.89047
1,210,-0.00957325
2,210,0.101709
10,210,0.22825
100,210,-0.741474
1,211,2.09675
2,211,0.297216
10,211,-0.629905
100,211,-0.693456
1,212,-0.380201
2,212,2.20846
10,212,2.11443
100,212,-5.42399
1,213,0.282945
2,213,3.17837
10,213,0.287528
100,213,0.374798
1,214,4.76956
2,214,2.54026
10,214,0.908396
100,214,-0.0659441
1,215,2.35943
2,215,0.246713
10,215,-0.279735
100,215,15.3065
1,216,-3.01338
2,216,-1.48677
10,216,-1.92854
100,216,21.0924
1,217,0.244476
2,217,0.782589
10,217,0.77517
100,217,-0.280761
1,218,-0.51549
2,218,-0.372398
10,218,-2.64367
100,218,0.398148
1,219,0.422826
2,219,0.163253
10,219,0.703889
100,219,-0.151553
1,220,-3.07331
2,220,-0.974524
10,220,2.78141
100,220,-0.0289877
1,221,2.97621
2,221,-89.6139
10,221,-21.2575
100,221,-8.87809
1,222,0.372658
2,222,0.313719
10,222,-0.840768
100,222,6.24868
1,223,-3.46156
2,223,0.772994
10,223,-0.889556
100,223,-1.74936
1,224,0.160503
2,224,2.23967
10,224,0.293937
100,224,1.44094
1,225,-2.62184
2,225,-1.69075
10,225,0.390017
100,225,1.0982
1,226,-1.11871
2,226,-1.03404
10,226,-53.4576
100,226,-7.86243
1,227,-0.0339804
2,227,0.851342
10,227,-13.4558
100,227,1.11697
1,228,0.0386785
2,228,0.385719
10,228,-3.09343
100,228,-0.439146
1,229,0.580147
2,229,0.572782
10,229,-0.63386
100,229,-1.78158
1,230,0.0135285
2,230,-0.463656
10,230,-3.04329
100,230,-0.60576
1,231,7.6301
2,231,4.68139
10,231,1.33575
100,231,-2.84068
1,232,23.6723
2,232,11.104
10,232,8.42662
100,232,1.00707
1,233,0.354967
2,233,13.6041
10,233,4.61402
100,233,-0.175627
1,234,-1.13125
2,234,-0.194007
10,234,-0.45324
100,234,-0.589199
1,235,-26.8114
2,235,-12.0343
10,235,-1.09735
100,235,0.219067
1,236,-1.23945
2,236,-0.875244
10,236,0.354372
100,236,0.140658
1,237,0.380368
2,237,1.09316
10,237,0.522002
100,237,1.50279
1,238,0.937676
2,238,-0.356036
10,238,-2.12381
100,238,0.442988
1,239,-9.8442
2,239,-4.49786
10,239,-4.53296
100,239,-1.02593
1,240,1.0977
2,240,1.30132
10,240,0.0701779
100,240,-0.744821
1,241,-2.35501
2,241,-1.25469
10,241,-1.54517
100,241,4.89074
1,242,0.101061
2,242,-0.28384
10,242,3.77115
100,242,2.30473
1,243,-0.230235
2,243,-1.30756
10,243,-0.956322
100,243,-17.9551
1,244,-0.261413
2,244,-0.29724
10,244,0.227849
100,244,-0.283785
1,245,-5.53911
2,245,-3.23953
10,245,-0.525686
100,245,0.0414291
1,246,-0.62587
2,246,-0.431316
10,246,0.38038
100,246,2.00055
1,247,0.410399
2,247,0.603019
10,247,-0.863458
100,247,1.26653
1,248,-0.171849
2,248,-2.24013
10,248,-4.62142
100,248,2.29427
1,249,13.2657
2,249,9.36579
10,249,-29.2073
100,249,-1.85602
1,250,1.1743
2,250,-0.377329
10,250,2.31597
100,250,0.423741
1,251,0.161798
2,251,-0.155413
10,251,0.471762
100,251,-0.626439
1,252,-0.959707
2,252,-0.0787293
10,252,0.038201
100,252,-0.75333
1,253,-1.36291
2,253,-0.852779
10,253,0.360577
100,253,0.576608
1,254,0.863111
2,254,0.92962
10,254,1.49135
100,254,0.138875
1,255,1.35923
2,255,3.89737
10,255,0.626176
100,255,-0.37539
1,256,1140.31
2,256,570.071
10,256,113.425
100,256,14.6577
1,257,0.637215
2,257,0.432467
10,257,0.187678
100,257,-1.208
1,258,-1.75283
2,258,-3.57591
10,258,0.225861
100,258,-4.87231
1,259,-3.42496
2,259,-1.42244
10,259,-3.71339
100,259,-0.52712
1,260,-2.17313
2,260,-0.0309773
10,260,-4.02093
100,260,-2.20197
1,261,-3.02427
2,261,-1.32212
10,261,-0.654172
100,261,-19.2316
1,262,1.21847
2,262,0.956579
10,262,-1.55092
100,262,0.424004
1,263,-0.944899
2,263,-0.551589
10,263,-0.422314
100,263,1.90711
1,264,0.107744
2,264,2.40738
10,264,-0.424091
100,264,-0.144645
1,265,-2.14993
2,265,-1.68876
10,265,-2.90189
100,265,-3.77971
1,266,-0.466185
2,266,-0.207716
10,266,1.26043
100,266,-0.638567
1,267,-0.454277
2,267,0.749893
10,267,-28.328
100,267,-0.239524
1,268,-2.96731
2,268,2.26996
10,268,-3.88552
100,268,4.57921
1,269,-1.03336
2,269,-0.318399
10,269,9.00797
100,269,0.361369
1,270,1.54093
2,270,3.8373
10,270,-2.01402
100,270,6.07353
1,271,-2.15089
2,271,1.04068
10,271,-0.549362
100,271,-0.160442
1,272,0.144444
2,272,-0.431751
10,272,-0.0223336
100,272,-2.36964
1,273,3.45336
2,273,1.07939
10,273,2.93471
100,273,0.978873
1,274,-2.06462
2,274,-1.83815
10,274,-5.29716
100,274,-1.60961
1,275,-0.285911
2,275,-0.32859
10,275,2.68699
100,275,-0.653679
1,276,-1.20093
2,276,6.5555
10,276,-0.912532
100,276,-0.161738
1,277,1.34268
2,277,-0.640014
10,277,1.46043
100,277,-0.0942918
1,278,-3.33118
2,278,-0.959189
10,278,0.220046
100,278,-0.0697825
1,279,0.642255
2,279,0.545563
10,279,0.892701
100,279,3.49158
1,280,0.699401
2,280,2.1253
10,280,1.26496
100,280,-0.249935
1,281,0.552832
2,281,0.804785
10,281,-1.09814
100,281,-4.61768
1,282,1.93683
2,282,-34.6494
10,282,-6.61939
100,282,0.6133
1,283,0.00333462
2,283,1.74787
10,283,8.37395
100,283,2.93108
1,284,33.6975
2,284,16.6395
10,284,0.911456
100,284,-1.16494
1,285,-0.0307873
2,285,0.514131
10,285,1.2405
100,285,-0.262957
1,286,-0.0119118
2,286,0.449334
10,286,1.33037
100,286,0.044333
1,287,1.70658
2,287,0.24008
10,287,1.59858
100,287,2.9403
1,288,-3.02074
2,288,-2.13918
10,288,-0.456393
100,288,-0.0318424
1,289,1.00014
2,289,-0.436548
10,289,0.147382
100,289,-0.370605
1,290,0.249205
2,290,-2.61194
10,290,0.230321
100,290,0.77371
1,291,-7.55339
2,291,-4.55381
10,291,-0.705817
100,291,-1.7518
1,292,1.22646
2,292,-0.63014
10,292,-0.274321
100,292,0.821343
1,293,-1.70215
2,293,-1.10095
10,293,0.864281
100,293,-4.21818
1,294,0.0403001
2,294,-1.16638
10,294,-4.89205
100,294,0.178345
1,295,0.776512
2,295,0.489851
10,295,-0.388525
100,295,-0.612804
1,296,-1.65279
2,296,-3.47449
10,296,-3.3217
100,296,-2.93558
1,297,11.207
2,297,6.02007
10,297,1.1147
100,297,0.46989
1,298,-1.5271
2,298,0.804244
10,298,1.25798
100,298,2.46584
1,299,2.73584
2,299,1.48127
10,299,0.778438
100,299,5.67641
1,300,-0.754623
2,300,-1.50018
10,300,-0.00435041
100,300,-0.394447
1,301,11.0422
2,301,5.15994
10,301,0.452643
100,301,1.68104
1,302,-0.08454
2,302,-1.21416
10,302,-0.298309
100,302,-1.58137
1,303,-113.601
2,303,-56.5097
10,303,-11.7782
100,303,6.51276
1,304,5.4261
2,304,3.09214
10,304,0.60735
100,304,-1.31033
1,305,-0.191244
2,305,-0.0756629
10,305,-0.0893673
100,305,-0.471624
1,306,-11.0817
2,306,-5.27266
10,306,-1.4161
100,306,0.153821
1,307,-6.75555
2,307,-6.23622
10,307,-1.14875
100,307,-0.405641
1,308,-9.28048
2,308,-7.48402
10,308,14.8943
100,308,1.77015
1,309,-1.7232
2,309,-1.16886
10,309,-0.50057
100,309,-1.23641
1,310,-4.40086
2,310,-1.96494
10,310,1.01328
100,310,1.92188
1,311,-1.10114
2,311,-0.544618
10,311,-0.141148
100,311,-0.685585
1,312,5.09799
2,312,2.34568
10,312,-0.26657
100,312,-2.75062
1,313,0.413278
2,313,0.876835
10,313,-0.351207
100,313,1.40728
1,314,0.0247583
2,314,0.31892
10,314,-3.03308
100,314,-0.405088
1,315,1.19498
2,315,1.00309
10,315,-1.49859
100,315,-0.864508
1,316,1.62765
2,316,0.734889
10,316,0.797252
100,316,-1.13765
1,317,0.489967
2,317,0.133984
10,317,0.238891
100,317,0.383794
1,318,-1.86928
2,318,-1.03779
10,318,0.0160192
100,318,0.269081
1,319,6.36979
2,319,4.81635
10,319,0.199616
100,319,-22.8189
1,320,0.260737
2,320,0.647529
10,320,0.048115
100,320,0.592302
1,321,0.115094
2,321,-0.390827
10,321,-0.572474
100,321,-0.944846
1,322,-0.462934
2,322,0.783595
10,322,12.3361
100,322,0.936692
1,323,-3.02609
2,323,-1.00464
10,323,5.08378
100,323,0.414507
1,324,-0.584497
2,324,-0.528425
10,324,-0.256296
100,324,-2.42944
1,325,-7.56968
2,325,-4.84089
10,325,-0.828552
100,325,1.54777
1,326,1.37617
2,326,0.547146
10,326,-6.3061
100,326,-1.13292
1,327,1.29098
2,327,0.568363
10,327,-0.384855
100,327,-0.227697
1,328,-3.30607
2,328,-1.87265
10,328,-15.6584
100,328,-3.49797
1,329,-5.48237
2,329,-6.9968
10,329,-2.25931
100,329,-0.45456
1,330,1.00068
2,330,0.631493
10,330,-2.34677
100,330,-1.78294
1,331,0.698382
2,331,13.9744
10,331,7.8347
100,331,1.01141
1,332,0.383927
2,332,-0.302591
10,332,-0.57048
100,332,1.9788
1,333,0.08493
2,333,7.9934
10,333,2.33282
100,333,-0.409019
1,334,0.446585
2,334,9.40231
10,334,3.22734
100,334,1.17173
1,335,-0.111305
2,335,-0.288343
10,335,-0.877269
100,335,-8.33642
1,336,5.34084
2,336,3.63924
10,336,5.63763
100,336,1.93966
1,337,-0.246594
2,337,-0.337736
10,337,0.371818
100,337,-0.923703
1,338,-3.02605
2,338,-1.84925
10,338,-272.556
100,338,-27.0168
1,339,-1.47086
2,339,0.86626
10,339,0.431509
100,339,-1.03907
1,340,0.787459
2,340,0.140647
10,340,-0.833962
100,340,-0.326889
1,341,-1.12483
2,341,-1.16852
10,341,15.4917
100,341,-0.281698
1,342,-0.118396
2,342,0.0812047
10,342,-0.375197
100,342,-1.04304
1,343,0.427041
2,343,0.0490258
10,343,14.8996
100,343,1.17316
1,344,1.33032
2,344,-1.28591
10,344,-0.668933
100,344,-0.212243
1,345,1.97799
2,345,0.239744
10,345,0.207929
100,345,-0.148482
1,346,0.941496
2,346,1.06048
10,346,0.296827
100,346,0.843999
1,347,2.5032
2,347,0.367441
10,347,3.075
100,347,-0.884348
1,348,-1.20065
2,348,-0.856857
10,348,0.118726
100,348,7.1355
1,349,-0.60974
2,349,0.957104
10,349,1.63428
100,349,0.730344
1,350,-1.95316
2,350,-1.23118
10,350,0.79597
100,350,0.12571
1,351,0.516046
2,351,0.866746
10,351,-0.36878
100,351,-0.365722
1,352,-19.5142
2,352,-10.3334
10,352,-1.60762
100,352,6.88397
1,353,-0.639459
2,353,-0.649986
10,353,2.1088
100,353,0.708733
1,354,-0.812185
2,354,0.429674
10,354,-1.99866
100,354,-0.312677
1,355,1.38825
2,355,0.966316
10,355,-0.869656
100,355,0.46105
1,356,5.04363
2,356,2.52512
10,356,-1.3016
100,356,-1.10122
1,357,0.986718
2,357,18.1689
10,357,3.57021
100,357,1.2651
1,358,1.21759
2,358,1.6971
10,358,0.980568
100,358,-0.435445
1,359,-0.774304
2,359,-1.95731
10,359,-1.59029
100,359,-0.909274
1,360,0.578338
2,360,0.539585
10,360,0.0109626
100,360,-0.634883
1,361,-0.0303826
2,361,-0.00976084
10,361,2.10112
100,361,276.174
1,362,1.46003
2,362,2.63022
10,362,1.34624
100,362,-1.11091
1,363,-1.04734
2,363,-3.65833
10,363,-1.85781
100,363,-12.0456
1,364,-0.0150306
2,364,-1.44228
10,364,1.99689
100,364,-1.62871
1,365,0.249222
2,365,-1.26338
10,365,3.35433
100,365,-0.226155
1,366,-3.49299
2,366,-3.25753
10,366,2.01846
100,366,-1.22204
1,367,-0.969523
